Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,25.077682495117188,0.7383816242218018,0.27097052335739136,22876468.0192
ContextGS_highrate,24.96135711669922,0.7393608689308167,0.26396694779396057,32915849.216
