Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,26.58368682861328,0.7621926069259644,0.26780053973197937,15582049.0752
ContextGS_highrate,26.55579948425293,0.7612075805664062,0.2643442451953888,21812268.2368
