Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,27.320608139038086,0.8448759913444519,0.14778026938438416,19688482.4064
ContextGS_highrate,27.491098403930664,0.8507633209228516,0.1366146206855774,28434235.392
