Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,31.28162384033203,0.9250314831733704,0.13135847449302673,7343702.016
ContextGS_highrate,31.607986450195312,0.929902195930481,0.12411816418170929,11267683.1232
