Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,31.708696365356445,0.9229314923286438,0.20715825259685516,4714921.984
ContextGS_highrate,31.98505401611328,0.9269927740097046,0.1989230066537857,7171630.6944
