Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,32.66953659057617,0.9462184309959412,0.1856584995985031,7513781.0432
ContextGS_highrate,32.963565826416016,0.9495965242385864,0.17960107326507568,11010572.288
