Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,23.29275131225586,0.6465354561805725,0.34901541471481323,17827994.0096
ContextGS_highrate,23.27576446533203,0.6466919183731079,0.347834050655365,26141733.6832
