Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,25.84505844116211,0.8797220587730408,0.15421314537525177,13107200.0
ContextGS_highrate,26.047285079956055,0.8883374929428101,0.14335161447525024,13695555.9936
