Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,22.40387535095215,0.8184208273887634,0.21736101806163788,6697150.0544
ContextGS_highrate,22.528444290161133,0.8226016163825989,0.20809189975261688,11058806.784
