Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,30.511974334716797,0.9081141948699951,0.2687315344810486,3125595.3408
ContextGS_highrate,30.9330354887863,0.909741479775001,0.268204544638765,5671642.726
