Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,29.661569595336914,0.9056745171546936,0.26104676723480225,4183923.0976
ContextGS_highrate,29.880634307861328,0.9090955257415771,0.2503862977027893,8057991.9872
