Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,25.467639923095703,0.8468575477600098,0.24460192024707794,15965408.4608
ContextGS_highrate,25.621755599975586,0.8545681834220886,0.23300157487392426,24615111.8848
