Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,27.169443130493164,0.8841623067855835,0.19557657837867737,17359070.8224
ContextGS_highrate,27.397933959960938,0.8948796987533569,0.17538459599018097,27271259.7504
