Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,30.19411277770996,0.9336854219436646,0.16685183346271515,12153939.5584
ContextGS_highrate,30.527118682861328,0.9399909377098083,0.15103715658187866,19033436.9792
