Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,25.97511100769043,0.8669307827949524,0.21431507170200348,14641371.5456
ContextGS_highrate,26.629650115966797,0.8825266361236572,0.19291439652442932,22757559.5008
