Submethod,PSNR,SSIM,LPIPS,Size [Bytes]
ContextGS_lowrate,24.515399932861328,0.7771890759468079,0.3164154291152954,14174964.9408
ContextGS_highrate,24.717041015625,0.7876436114311218,0.3002330958843231,21714121.5232
